id,title,year,categories,abstract,pdf_url,download_status,matched_terms,match_score,pdf_path
1503.08777v1,Suppression of Spin Pumping Between Ni$_{80}$Fe$_{20}$ and Cu by a Graphene Interlayer,2015,"cond-mat.mes-hall, cond-mat.mtrl-sci","we compare ferromagnetic resonance measurements of permalloy
ni$_{80}$fe$_{20}$ (py) films sputtered onto cu(111) films with and without a
graphene (gr) interlayer grown by chemical vapor deposition b...",http://arxiv.org/pdf/1503.08777v1,Downloaded (333.81 KB),"deposition, cu",12,pdfs/1503.08777v1.pdf
1102.1297v1,Surfactant induced smooth and symmetric interfaces in Cu/Co multilayers,2011,cond-mat.mtrl-sci,"in this work we studied ag surfactant induced growth of cu/co multilayers.
the cu/co multilayers were deposited using ag surfactant by ion beam sputtering
technique. it was found that ag surfactant ba...",http://arxiv.org/pdf/1102.1297v1,Downloaded (733.85 KB),cu,6,pdfs/1102.1297v1.pdf
1307.4928v1,Argon Assisted Growth of Epitaxial Graphene on Cu(111),2013,cond-mat.mtrl-sci,"the growth of graphene by catalytic decomposition of ethylene on cu(111) in
an ultra-high vacuum system was investigated with low energy electron
diffraction, low energy electron microscopy, and atomi...",http://arxiv.org/pdf/1307.4928v1,Downloaded (2748.96 KB),cu,6,pdfs/1307.4928v1.pdf
2112.11788v1,Heteroepitaxy of FCC-on-FCC Systems of Large Misfit,2021,cond-mat.mtrl-sci,"to understand the effects of lattice mismatch on heteroepitaxial growth, we
have studied the equilibrium structure and orientation relationships (ors) of
fcc films grown epitaxially on fcc substrates,...",http://arxiv.org/pdf/2112.11788v1,Downloaded (6954.08 KB),"twin, cu",12,pdfs/2112.11788v1.pdf
2109.01643v1,Uniform Graphene on Cu and Au Substrates,2021,cond-mat.mtrl-sci,"we report the synthesis of single and bi layer graphene films by low pressure
chemical vapor deposition technique on cu and au substrates. the as grown films
were characterized by transmission electro...",http://arxiv.org/pdf/2109.01643v1,Downloaded (330.03 KB),"deposition, cu",12,pdfs/2109.01643v1.pdf
2008.00785v1,Atomistic mechanisms of twin-twin interactions in Cu nanopillars,2020,"cond-mat.mtrl-sci, physics.comp-ph","twinning is an important mode of plastic deformation in metallic nanopillars.
when twinning occurs on multiple systems, it is possible that twins belonging
to different twin systems interact and forms...",http://arxiv.org/pdf/2008.00785v1,Downloaded (3002.20 KB),"twin, boundary, cu",19,pdfs/2008.00785v1.pdf
2502.01422v1,Accelerated recrystallization of nanocrystalline films as a manifestation of the inner size effect of the diffusion coefficient,2025,"cond-mat.mtrl-sci, physics.bio-ph","this paper is devoted to studying the recrystallization of 100 nm thick
polycrystalline films of copper and silver. it is found that in copper films
deposited by the thermal evaporation method onto a ...",http://arxiv.org/pdf/2502.01422v1,Downloaded (947.20 KB),"boundary, copper, cu",19,pdfs/2502.01422v1.pdf
2206.05115v1,Surface engineering for ultrathin metal anodes enabling high-performance Zn-ion batteries,2022,"cond-mat.mtrl-sci, physics.app-ph","zn metal battery has been considered a promising alternative energy storage
technology in renewable energy storage and grid storage. it is well-known that
the surface orientation of a zn metal anode i...",http://arxiv.org/pdf/2206.05115v1,Downloaded (3784.83 KB),"battery, cu",12,pdfs/2206.05115v1.pdf
0907.4291v2,"Rings sliding on a honeycomb network: Adsorption contours, interactions, and assembly of benzene on Cu(111)",2009,"cond-mat.mes-hall, cond-mat.mtrl-sci","using a van der waals density functional (vdw-df) [phys. rev. lett. 92,
246401 (2004)], we perform ab initio calculations for the adsorption energy of
benzene (bz) on cu(111) as a function of lateral ...",http://arxiv.org/pdf/0907.4291v2,Downloaded (4040.16 KB),cu,6,pdfs/0907.4291v2.pdf
2002.01844v2,Hindered surface diffusion of bonded molecular clusters mediated by surface defects,2020,cond-mat.mes-hall,"the design of low dimensional materials through surface assisted
self-assembly requires a better understanding of the factors that limit and
control surface diffusion. we reveal how substrate surface ...",http://arxiv.org/pdf/2002.01844v2,Downloaded (2675.01 KB),"deposition, cu",12,pdfs/2002.01844v2.pdf
0511563v1,Diffusion of small two-dimensional Cu Islands on Cu(111),2005,cond-mat.mtrl-sci,"diffusion of small two dimensional cu islands (containing up to 10 atoms) on
cu(111) has been studied using the newly developed self-learning kinetic monte
carlo slkmc method. it is based on a databas...",http://arxiv.org/pdf/cond-mat/0511563v1,Downloaded (457.33 KB),cu,6,pdfs/0511563v1.pdf
2208.12507v1,Surface Vacancy Generation by STM Tunneling Electrons in the Presence of Indigo Molecules on Cu(111),2022,cond-mat.mtrl-sci,"herein, we invesgate the consequence of local voltage pulses on the
adsorption state of single indigo molecules on the cu(111) surface as well as
on the atomic structure underneath the molecule. with ...",http://arxiv.org/pdf/2208.12507v1,Downloaded (1022.98 KB),"copper, cu",12,pdfs/2208.12507v1.pdf
1112.5056v1,Adsorption of rare-gas atoms on Cu(111) and Pb(111) surfaces by van der Waals-corrected Density Functional Theory,2011,"cond-mat.str-el, cond-mat.mtrl-sci, physics.chem-ph","the dft/vdw-wf method, recently developed to include the van der waals
interactions in density functional theory (dft) using the maximally localized
wannier functions, is applied to the study of the a...",http://arxiv.org/pdf/1112.5056v1,Downloaded (299.89 KB),cu,6,pdfs/1112.5056v1.pdf
1808.06786v1,Cu:ZnO deposited on porous ceramic substrates by a simple thermal method for photocatalytic application,2018,physics.chem-ph,"thin films of undoped zinc oxide (zno) and doped zno with copper were
deposited on ceramic pellets made from abundant local clay materials with an
addition of zirconia (zro2). the thin layers were pre...",http://arxiv.org/pdf/1808.06786v1,Downloaded (618.99 KB),"copper, cu",12,pdfs/1808.06786v1.pdf
1612.00314v1,Intra-wire coupling in segmented Ni/Cu nanowires deposited by electrodeposition,2016,cond-mat.mtrl-sci,"segmented magnetic nanowires are a promising route for the development of
three dimensional data storage techniques. such devices require a control of
the coercive field and the coupling mechanisms be...",http://arxiv.org/pdf/1612.00314v1,Downloaded (1827.59 KB),"deposition, electrodeposition, cu",19,pdfs/1612.00314v1.pdf
1707.08404v2,Molecular dynamics study of plasticity in Al-Cu alloy nanopillar due to compressive loading,2017,cond-mat.mtrl-sci,"in this paper, compressive loading effects on the plasticity of al-cu alloy
varying the crystal orientation of al and alloying element (cu) percentage are
investigated using molecular dynamics approac...",http://arxiv.org/pdf/1707.08404v2,Downloaded (1609.70 KB),cu,6,pdfs/1707.08404v2.pdf
1908.02637v2,Untwinned YBa$_2$Cu$_3$O$_{7-δ}$ thin films on MgO substrates: a platform to study strain effects on the local orders in cuprates,2019,"cond-mat.supr-con, cond-mat.mtrl-sci","we have grown untwinned yba$_2$cu$_3$o$_{7-\delta}$ (ybco) films on (110) mgo
substrates that were pre-annealed at high temperature in oxygen atmosphere. the
annealing results in surface reconstructio...",http://arxiv.org/pdf/1908.02637v2,Downloaded (4130.55 KB),"twin, copper, cu",19,pdfs/1908.02637v2.pdf
2201.12720v1,Effect of substrate roughness and material selection on the microstructure of sputtering deposited boron carbide thin films,2022,"cond-mat.mtrl-sci, physics.app-ph, physics.ins-det","amorphous boron carbide (b4c) thin films are by far the most popular form for
the neutron converting layers in the 10b-based neutron detectors, which are a
rising trend in detector technologies in res...",http://arxiv.org/pdf/2201.12720v1,Downloaded (10245.59 KB),"cu, cu substrate",12,pdfs/2201.12720v1.pdf
1803.09889v1,"Prediction of Stable Cu-Li Binary Intermetallics From First-Principles Calculations: Stoichiometries, Crystal Structures, and Physical Properties",2018,cond-mat.mtrl-sci,"towards a resolution of the longstanding controversy regarding the existence
of cu-li intermetallic compounds, we extensively investigate the phase
stability of cu-li intermetallics with various possi...",http://arxiv.org/pdf/1803.09889v1,Downloaded (1417.02 KB),"copper, cu",12,pdfs/1803.09889v1.pdf
1911.06923v2,Copper ion dynamics and phase segregation in Cu-rich tetrahedrite: an NMR study,2019,cond-mat.mtrl-sci,"$^{63}$cu nmr measurements are reported for the cu-rich phase of
\ch{cu_{12+x}sb4s13} ($x \lesssim 2$) and compared to \ch{cu12sb4s13}. we
identify the nmr signatures of the phase segregation into cu-...",http://arxiv.org/pdf/1911.06923v2,Downloaded (3490.05 KB),"copper, cu",12,pdfs/1911.06923v2.pdf
2105.05499v1,Metastability relationship between two- and three-dimensional crystal structures: A case study of the Cu-based compounds,2021,cond-mat.mtrl-sci,"some of the three-dimensional (3d) crystal structures are constructed by
stacking two-dimensional (2d) layers. it remains unclear whether this geometric
concept is related to the stability of ordered ...",http://arxiv.org/pdf/2105.05499v1,Downloaded (1244.11 KB),"copper, cu",12,pdfs/2105.05499v1.pdf
1709.07272v1,Atomic discreteness and the nature of structural equilibrium in conductance histograms of electromigrated Cu-nanocontacts,2017,cond-mat.mes-hall,"we investigate the histograms of conductance values obtained during
controlled electromigration thinning of cu thin films. we focus on the question
whether the most frequently observed conductance val...",http://arxiv.org/pdf/1709.07272v1,Downloaded (1621.26 KB),cu,6,pdfs/1709.07272v1.pdf
1011.3875v1,Oxidation resistance of graphene-coated Cu and Cu/Ni alloy,2010,cond-mat.mtrl-sci,"the ability to protect refined metals from reactive environments is vital to
many industrial and academic applications. current solutions, however,
typically introduce several negative effects, includ...",http://arxiv.org/pdf/1011.3875v1,Downloaded (719.89 KB),"deposition, cu",12,pdfs/1011.3875v1.pdf
2003.07296v1,Faraday effect and fragmentation of ferromagnetic layers in multilayer Co/Cu(111) nanofilms,2020,cond-mat.mes-hall,"with purpose to investigate influence of magnetically non-active metal layers
on the faraday effect in multilayer ferromagnetic/normal metal films,
dependences of the faraday rotation angles of the li...",http://arxiv.org/pdf/2003.07296v1,Downloaded (700.63 KB),"deposition, cu",12,pdfs/2003.07296v1.pdf
0808.0585v1,Kondo effect in single atom contacts: the importance of the atomic geometry,2008,"cond-mat.mtrl-sci, cond-mat.other","co single atom junctions on copper surfaces are studied by scanning tunneling
microscopy and ab-initio calculations. the kondo temperature of single cobalt
atoms on the cu(111) surface has been measur...",http://arxiv.org/pdf/0808.0585v1,Downloaded (237.53 KB),"copper, cu",12,pdfs/0808.0585v1.pdf
1607.06202v1,Body-centered phase of shock loaded Cu,2016,cond-mat.mtrl-sci,"single crystal cu when shock loaded in certain direction for a certain narrow
range of piston velocities undergoes a structural phase transition from
face-centered cubic to different body-centered pha...",http://arxiv.org/pdf/1607.06202v1,Downloaded (2874.44 KB),cu,6,pdfs/1607.06202v1.pdf
1810.06772v1,Studies of two-dimensional MoS2 on enhancing the electrical performance of ultrathin copper films,2018,physics.app-ph,"copper nanowires are widely used as on-chip interconnects due to superior
conductivity. however, with aggressive cu interconnect scaling, the diffusive
surface scattering of electrons drastically incr...",http://arxiv.org/pdf/1810.06772v1,Downloaded (1405.08 KB),"copper, cu",12,pdfs/1810.06772v1.pdf
2205.06721v2,Unusual flat and extended morphology of intercalated Cu under MoS2,2022,cond-mat.mtrl-sci,"a general method was developed to intercalate metals under layered materials
through a controlled density of sputtered defects. the method has been already
applied to study a range of metals intercala...",http://arxiv.org/pdf/2205.06721v2,Downloaded (1890.31 KB),"deposition, cu",12,pdfs/2205.06721v2.pdf
1011.4690v2,Control and Characterization of Individual Grains and Grain Boundaries in Graphene Grown by Chemical Vapor Deposition,2010,"cond-mat.mes-hall, cond-mat.mtrl-sci","the strong interest in graphene has motivated the scalable production of high
quality graphene and graphene devices. since large-scale graphene films
synthesized to date are typically polycrystalline,...",http://arxiv.org/pdf/1011.4690v2,Downloaded (5048.22 KB),"deposition, cu, cu substrate",19,pdfs/1011.4690v2.pdf
1311.6085v1,"An Environment-dependent Semi-Empirical Tight Binding Model Suitable for Electron Transport in Bulk Metals, Metal Alloys, Metallic Interfaces and Metallic Nanostructures II - Effect of Confinement and Homogeneous Strain on Cu Conductance",2013,cond-mat.mtrl-sci,"the semi-empirical tb model developed in part i is applied to metal transport
problems of current relevance in part ii. a systematic study of the effect of
quantum confinement, transport orientation a...",http://arxiv.org/pdf/1311.6085v1,Downloaded (1974.67 KB),"boundary, cu",12,pdfs/1311.6085v1.pdf
0804.2565v1,Newns-Anderson model of chemicurrents in H/Cu and H/Ag,2008,cond-mat.mtrl-sci,"the excitation of the electronic system induced by the adsorption of a
hydrogen atom on the (111) surfaces of copper and silver is investigated using
the time-dependent, mean-field newns-anderson mode...",http://arxiv.org/pdf/0804.2565v1,Downloaded (222.89 KB),"copper, cu",12,pdfs/0804.2565v1.pdf
2407.14946v1,Microstructure-Dependent Particulate Filtration using Multifunctional Metallic Nanowire Foams,2024,"physics.app-ph, cond-mat.mes-hall","the covid-19 pandemic has shown the urgent need for the development of
efficient, durable, reusable and recyclable filtration media for the
deep-submicron size range. here we demonstrate a multifuncti...",http://arxiv.org/pdf/2407.14946v1,Downloaded (2601.38 KB),"deposition, electrodeposition, cu",19,pdfs/2407.14946v1.pdf
1510.01460v1,Angle resolved Photoemission from Cu single crystals; Known Facts and a few Surprises about the Photoemission Process,2015,cond-mat.mtrl-sci,"we present angle resolved photoemission spectra for cu(100) and cu(111)
singly crystals in normal emission geometry, taken at tightly spaced intervals
for photon energies between 8 ev and 150 ev. this...",http://arxiv.org/pdf/1510.01460v1,Downloaded (1297.45 KB),cu,6,pdfs/1510.01460v1.pdf
1808.02105v1,Lithium Metal Penetration Induced by Electrodeposition through Solid Electrolytes: Example in Single-Crystal Li6La3ZrTaO12 Garnet,2018,cond-mat.mtrl-sci,"solid electrolytes are considered a potentially enabling component in
rechargeable batteries that use lithium metal as the negative electrode, and
thereby can safely access higher energy density than ...",http://arxiv.org/pdf/1808.02105v1,Downloaded (1183.31 KB),"lithium, deposition, electrodeposition, cu",25,pdfs/1808.02105v1.pdf
0910.1748v2,Band selection and disentanglement using maximally-localized Wannier functions: the cases of Co impurities in bulk copper and the Cu (111) surface,2009,"cond-mat.str-el, cond-mat.mes-hall","we have adapted the maximally-localized wannier function approach of [i.
souza, n. marzari and d. vanderbilt, phys. rev. b 65, 035109 (2002)] to the
density functional theory based siesta method [j. m...",http://arxiv.org/pdf/0910.1748v2,Downloaded (507.72 KB),"copper, cu",12,pdfs/0910.1748v2.pdf
1210.2876v2,"Electronic and magnetic properties of zigzag graphene nanoribbons on the (111) surface of Cu, Ag and Au",2012,"cond-mat.mes-hall, physics.comp-ph","we have carried out an ab initio study of the structural, electronic and
magnetic properties of zigzag graphene nanoribbons on cu(111), ag(111) and
au(111). both, h-free and h-terminated nanoribbons a...",http://arxiv.org/pdf/1210.2876v2,Downloaded (8171.10 KB),cu,6,pdfs/1210.2876v2.pdf
2310.11682v1,Substrate interaction mediated control of phase separation in FIB milled Ag-Cu thin films,2023,cond-mat.mtrl-sci,"nanofabrication is an integral part of realization of advanced functional
devices ranging from optical displays to memory devices. focused ion beam (fib)
milling is one of the widely used nanofabricat...",http://arxiv.org/pdf/2310.11682v1,Downloaded (1823.68 KB),"copper, cu",12,pdfs/2310.11682v1.pdf
2211.02916v1,Electronic properties of monolayer copper selenide with one-dimensional moiré patterns,2022,cond-mat.mtrl-sci,"strain engineering is a vital way to manipulate the electronic properties of
two-dimensional (2d) materials. as a typical representative of transition metal
mono-chalcogenides (tmms), a honeycomb cuse...",http://arxiv.org/pdf/2211.02916v1,Downloaded (1881.78 KB),"boundary, copper, cu",19,pdfs/2211.02916v1.pdf
1201.3046v1,Evidence of vectorial photoelectric effect on Copper,2012,cond-mat.mtrl-sci,"quantum efficiency (qe) measurements of single photon photoemission from a
cu(111) single crystal and a cu polycrystal photocathodes, irradiated by 150
fs-6.28 ev laser pulses, are reported over a bro...",http://arxiv.org/pdf/1201.3046v1,Downloaded (312.31 KB),"copper, cu",12,pdfs/1201.3046v1.pdf
2504.19676v1,Exploring binary intermetallics for advanced interconnect applications using ab initio simulations,2025,"cond-mat.mtrl-sci, physics.app-ph","the challenge of increasing copper (cu) resistivity with diminishing cu
interconnect dimensions in complementary metal-oxide-semiconductor (cmos)
transistors, along with the imperative for efficient e...",http://arxiv.org/pdf/2504.19676v1,Downloaded (898.04 KB),"copper, cu",12,pdfs/2504.19676v1.pdf
